count,Prod_Name,Prod_des,Prod_Price,Prod_Cat,Prod_Sub
509,Almond Butter Cups,"Rich chocolate cups filled with almond butter, a delicious treat.",3.29,Food - Snacks,Nut-Based Snacks
510,Tailored Dress Pants,"Smart tailored dress pants, perfect for work or formal events.",79.99,Clothing - Bottoms,Trousers
511,Chili Beans (canned),"Canned beans with chili sauce, perfect for chili dishes.",1.69,Food - Canned Goods,Canned Vegetables
512,Magnetic Chess Set,Portable chess set with magnetic pieces for travel.,19.99,Toys,Board Games
513,Portable Bluetooth Speaker,Compact Bluetooth speaker with rich sound quality.,49.99,Audio,Wireless Speakers
514,Air Fryer,Compact air fryer for healthier cooking.,79.99,Kitchen,Small Appliances
515,Fitness Resistance Bands,Set of resistance bands for home workouts.,29.99,Fitness,Strength Training Equipment
516,Smart Light Switch,Control lights remotely with this smart switch.,29.99,Smart Home,Smart Lighting
517,Insulated Coffee Mug,Double-walled mug to keep your drink hot for longer.,24.99,Kitchen,Drinkware
518,Insulated Coffee Mug,Double-walled mug to keep your drink hot for longer.,24.99,Kitchen,Drinkware
519,Banana Nut Oatmeal Cups,"Quick oatmeal cups with banana and nut flavor, great for breakfast.",2.99,Food - Breakfast,Healthy Breakfast Options
520,Raspberry Tart,A delicious tart filled with fresh raspberry filling.,5.49,Food - Baked Goods,Pies and Tarts
521,Water Bottle,Insulated water bottle for keeping drinks cold.,18.99,Fitness,Hydration Gear
522,Tomato Sauce,Rich and flavorful tomato sauce for pasta or pizza.,2.79,Food - Canned Goods,Sauces & Condiments
523,Sweet Potato and Chickpea Bowl,A nourishing bowl of sweet potatoes and chickpeas with spices.,6.49,Food - Frozen Food,Frozen Meals
524,Classic Bagels,"Freshly baked bagels, perfect for breakfast or snacks.",2.99,Food - Bakery,Bagels
525,Portable Air Conditioner,Compact air conditioner for personal cooling.,299.99,Home Appliances,Cooling Appliances
526,Athletic Compression Tights,High-performance compression tights designed for optimal support and comfort.,39.99,Clothing - Activewear,Sports Apparel
527,Balsamic Salad Dressing,"Tangy and sweet balsamic dressing, perfect for salads.",2.99,Food - Deli,Dips/Spreads
528,Fashionable Fanny Pack,"A trendy fanny pack, perfect for hands-free outings.",24.99,Clothing - Accessories,Bags
529,Durable Hiking Boots,Comfortable and rugged boots designed for hiking.,89.99,Footwear,Outdoor Footwear
530,Sliced Bread,"Soft and fresh sliced bread, perfect for sandwiches.",2.99,Food - Bakery,Breads
531,Pet Grooming Scissors,Quality scissors designed for easy pet grooming.,16.99,Pets,Grooming Supplies
532,Pet Training Clicker,Simple tool to train your pet with positive reinforcement.,5.99,Pets,Training Supplies
533,Car Seat Organizer,Storage solutions for keeping your car tidy and organized.,14.99,Automotive,Car Interior Accessories
534,Portable Solar Phone Charger,Eco-friendly charger that uses solar energy for powering devices.,29.99,Electronics,Solar Power Accessories
535,Deluxe First Aid Kit,Comprehensive first aid kit for home and travel.,39.99,Health,Emergency Preparedness & First Aid
536,Wooden Puzzle Game,Classic wooden puzzle game for kids and adults.,14.99,Toys,Puzzles
537,Non-Slip Yoga Socks,Yoga socks designed to provide better grip and stability.,12.99,Fitness,Yoga Equipment
538,Rolling Cooler,Wheeled cooler for transporting drinks and snacks.,59.99,Outdoor,Outdoor Accessories
539,Wireless Earbud Silicone Covers,Soft silicone earbud covers for comfort and fit.,9.99,Accessories,Tech Accessories
540,Strawberry Rhubarb Jam,"A sweet and tart jam, perfect on toast or in desserts.",4.29,Food - Condiments,Fruit Spreads
541,Elderberry Syrup Kit,DIY kit to make your own elderberry syrup.,22.99,Health,Fitness & Nutrition
542,Wireless Security Camera,1080p wireless security camera with night vision.,109.99,Home,Smart Home & Security
543,Lentil Vegetable Stew,"Hearty stew made with lentils and mixed vegetables, vegan-friendly.",4.49,Food - Canned Soups,Soups
544,Honey Mustard Chicken Breasts,Marinated chicken breasts coated in a sweet honey mustard glaze.,8.99,Food - Meat,Processed Meats
545,Measuring Cups Set,Stackable measuring cups made from stainless steel.,19.99,Kitchen,Baking Accessories
546,Faux Fur Coat,A luxurious faux fur coat that adds glamour to any outfit.,129.99,Clothing - Coats,Outerwear - Faux Fur
547,Dual Function Electric Skillet,"Skillet that can fry, grill, and sauté with ease.",59.99,Kitchen,Cookware
548,Luxury Rolling Makeup Case,Stylish and spacious case for makeup and beauty products.,99.99,Beauty,Makeup
549,Trail Mix (Deluxe),"A delightful mix of nuts, fruit, and chocolate.",4.59,Food - Snacks,Nuts and Trail Mix
550,Collapsible Colander,Space-saving colander for rinsing fruits and vegetables.,14.99,Kitchen,Cookware
551,Halloween Decoration Set,Fun decorations for Halloween to set a spooky atmosphere.,29.99,Home,Seasonal Home Decor
552,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,109.99,Home,Bedding & Linens
553,Crispy Rice Treats,Classic marshmallow treats made with crispy rice.,3.5,Food - Snacks,Sweet Snacks
554,Pet Activity Tracker,GPS collar that monitors your pet's location and activity level.,59.99,Pets,Pet Health and Care
555,Yoga Mat,Non-slip yoga mat for optimal grip and comfort.,25,Fitness,Yoga Equipment
556,Adjustable Stand for Tablets and Smartphones,Multi-angle stand for easy viewing of devices.,19.99,Electronics,Mobile Accessories
557,Customizable Name Plate,Personalized nameplate for offices or homes.,19.99,Office,Office Supplies
558,Sous Vide Cooker,Precision cooker for perfect sous vide cooking.,79.99,Kitchen,Cooking Appliances
559,USB-C Hub,Multi-port USB-C hub for connecting devices.,39.99,Computers,Accessories
560,Smart Air Purifier,Filters allergens and pollutants from the air for a healthier home.,199.99,Home,Air Quality & Purification
561,Nutritional Yeast,A healthy vegan cheese alternative packed with nutrients and flavor.,3.59,Food - Pantry,Condiments
562,Floral Wrap Top,A feminine wrap top with a beautiful floral print.,49.99,Clothing - Tops,Women's Tops
563,Solar Garden Lights,Energy-efficient lights that charge during the day and illuminate at night.,39.99,Outdoor,Outdoor Accessories
564,Apple Cinnamon Breakfast Muffins,Delicious muffins filled with apples and a hint of cinnamon for breakfast.,3.49,Food - Bakery,Muffins
565,Ginger Snaps,Spicy ginger cookies that are crunchy and delicious.,2.79,Food - Confectionery,Cookies & Biscuits
566,Rolling Cooler,Wheeled cooler for transporting drinks and snacks.,59.99,Outdoor,Outdoor Accessories
567,Chili Lime Seasoning,Zesty seasoning great for tacos and grilling.,2.99,Food - Spices,Spice Blends
568,Desk Organizer Set,Stylish desk set to keep your workspace tidy and organized.,29.99,Office,Office Supplies
569,Wireless Mouse,Ergonomic wireless mouse with adjustable DPI.,25.99,Electronics,Computer Accessories
570,Fitness Jump Rope,Durable jump rope for cardio workouts.,15.99,Fitness,Cardio Equipment
571,Egg Noodles,"Wide egg noodles, perfect for casseroles and soups.",2.29,Food - Grains,Pasta
572,Reusable Silicone Food Storage Bags,Eco-friendly bags for storing food without plastic waste.,19.99,Kitchen,Food Storage Solutions
573,Eggs (dozen),"Farm fresh eggs, essential for breakfast.",2.99,Food - Dairy,Eggs
574,Coconut Cream Pie Mix,"Creamy, sweet pie mix to make the perfect coconut cream pie.",4.99,Food - Baking,Mixes
575,Dried Mango Slices,"Sweet and chewy dried mango slices, perfect for snacking.",3.49,Food - Snacks,Dried Fruits
576,Sesame Seeds,Crunchy seeds perfect for toppings and baking.,1.99,Food - Baking,Baking Ingredients
577,Biodegradable Dog Waste Bags,Eco-friendly bags for picking up after your pet.,14.99,Pets,Dog Supplies
578,Stuffed Grape Leaves,"Grape leaves stuffed with rice and herbs, ready to eat.",5.79,Food - Prepared Foods,International Cuisine
579,Sesame Noodles,"Chilled noodles dressed in sesame sauce, ready to eat.",5.99,Food - Grab-and-Go,Noodles
580,Sporty Leggings,Functional leggings designed for maximum comfort during workouts.,39.99,Clothing - Activewear,Fitness Apparel
581,Camera Tripod,Sturdy camera tripod for professional photography.,49.99,Photography,Camera Accessories
582,Chicken Breasts,Juicy and tender boneless chicken breasts.,9.99,Food - Meat,Poultry
583,Italian Herb Balsamic Marinade,"A rich marinade perfect for meats and vegetables, infused with Italian herbs and balsamic vinegar.",3.99,Food - Condiments,Marinades and Sauces
584,Fleece Lined Leggings,Comfortable and warm leggings perfect for colder weather.,29.99,Clothing,Activewear
585,Travel Beach Blanket,Sand-resistant and compact for outdoor and beach use.,29.99,Outdoor,Outdoor Accessories
586,Vegetable Broth,Rich vegetable broth for soups and stews.,2.29,Food - Canned Goods,Soups & Broths
587,Apple Juice,"Refreshing apple juice, 100% juice with no added sugar.",3.29,Food - Beverages,Juice
588,Sports Bottle,BPA-free sports bottle with flip-top lid.,15.99,Fitness,Hydration Gear
589,Stick Vacuums Cleaner,Cordless vacuum cleaner for quick clean-ups.,129.99,Home Appliances,Floor Care Appliances
590,Electric Opener for Jars and Bottles,Easily opens jar lids and bottle caps with one touch.,24.99,Kitchen,Kitchen Gadgets
591,Honey Sesame Cashews,Roasted cashews coated in honey and sesame seeds for a sweet treat.,4.49,Food - Snacks,Dried Fruits
592,Honey Lemon Tea,"Refreshing tea with honey and lemon flavor, perfect for a warm drink.",3.29,Food - Beverages,Herbal Tea
593,Compact Shoe Rack,Space-efficient shoe rack to keep entryways organized.,34.99,Home,Home Furnishings
594,Compact Hair Dryer,Lightweight hair dryer with multiple speed settings.,29.99,Beauty,Hair Care Tools
595,Rice Pudding,Creamy dessert made with rice and cinnamon.,2.29,Food - Desserts,Dairy Desserts
596,LED Strip Lights with Remote Control,Color-changing LED lights for home decoration with remote.,29.99,Home,Lighting & Lamps
597,Banana Nut Oatmeal Cups,"Quick oatmeal cups with banana and nut flavor, great for breakfast.",2.99,Food - Breakfast,Healthy Breakfast Options
598,Fleece Hoodie,Ultra-soft fleece hoodie for warmth and comfort during chilly days.,39.99,Clothing - Outerwear,Hoodies
599,Couscous Mix,"Fluffy couscous that cooks in just minutes, perfect as a side.",2.49,Food - Grains,Pasta & Couscous
600,Honey Wheat Pretzels,Crunchy pretzel sticks made with honey and whole wheat.,3.49,Food - Snacks,Savory Snacks
601,Smartphone Car Mount with Wireless Charging,Secure phone mount that wirelessly charges your device while driving.,39.99,Automotive,Phone Accessories
602,Magnetic Puzzle Board,Magnetic puzzle assembly board for kids.,24.99,Toys,Educational Toys
603,Ceramic Bakeware Set,Durable ceramic bakeware for casseroles and desserts.,49.99,Kitchen,Cookware
604,Avocado Oil,"A healthy oil extracted from avocados, ideal for frying and salads.",8.49,Food - Oils,Oils
605,Crispy Tofu Bites,"Crispy on the outside, tender on the inside, perfect for stir-fries or salads.",4.99,Food - Protein,Protein Snacks
606,Handmade Soap Making Kit,Complete kit for crafting your own scented soaps.,34.99,Crafts,Candle & Soap Making Supplies
607,Steak Seasoning Rub,A blend of spices perfect for seasoning steak.,2.49,Food - Spices,Rubs and Seasonings
608,Quinoa & Black Bean Salad,A nutritious salad with quinoa and black beans,7.49,Food - Salads,Healthy Salads
609,Grass Fed Beef Patties,Juicy burger patties made with grass-fed beef,9.99,Food - Meat,Grass-Fed Meat Products
610,Mango Sticky Rice Dessert,Sweetened sticky rice served with fresh mango and coconut sauce.,4.5,Food - Frozen Desserts,Asian Desserts
611,Blackberry Compote,"Sweet blackberry compote, perfect for topping desserts.",5.29,Food - Condiments,Fruit Spreads
612,Pet Camera with Treat Dispenser,Monitor and interact with your pet remotely with this camera.,149.99,Pets,Pet Technology
613,Smartphone Hand Grip,Sturdy grip to hold your phone securely while taking selfies.,9.99,Accessories,Mobile Accessories
614,Cotton Quilted Throw Blanket,Cozy throw blanket perfect for adding warmth to your home.,39.99,Home,Bedding & Linens
615,Caraway Rye Bread,Artisan bread with caraway seeds for added flavor.,4.79,Food - Bakery,Breads
616,Silicone Stretch Lids,Reusable silicone lids for covering food in bowls and storage containers.,14.99,Kitchen,Food Storage Solutions
617,Chickpea Salad,A ready-to-eat salad made with chickpeas and veggies.,5.49,Food - Prepared Foods,Salads
618,Hydration Backpack,Lightweight backpack with an insulated water reservoir for hydration on the go.,39.99,Outdoor,Outdoor Accessories
619,Vegetable Lasagna,"Layers of pasta, veggies, and cheese baked to perfection.",6.99,Food - Frozen Foods,Frozen Meals
620,Cranberry Juice,Refreshing cranberry juice with no added sugar.,3.69,Food - Beverages,Juice
621,Nail Polish Set,Assorted nail polish set for vibrant nails.,25,Beauty,Nail Care
622,Sketchbook,High-quality sketchbook for artists.,14.99,Art Supplies,Drawing Supplies
623,Buffalo Sauce,Spicy buffalo sauce ideal for wings or dipping.,2.99,Food - Condiments,Spicy Sauces
624,Italian Breadsticks,Crispy breadsticks seasoned with herbs and garlic.,2.49,Food - Bakery,Savory Snacks
625,Classic Bagels,"Freshly baked bagels, perfect for breakfast or snacks.",2.99,Food - Bakery,Bagels
626,Pretzel Bites,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",4.99,Food - Snacks,Savory Snacks
627,Roasted Garlic Mashed Potatoes,Creamy mashed potatoes infused with roasted garlic flavor.,3.99,Food - Frozen Foods,Frozen Vegetables
628,Sour Cream,"Tangy sour cream, perfect for dips and toppings.",3.49,Food - Dairy,Dairy Spreads
629,Miso Soup Starter,Miso paste for making traditional Japanese miso soup.,2.99,Food - Soups,Specialty Soups
630,Cotton Tote Bag Set,Reusable tote bags for shopping and eco-friendly living.,29.99,Accessories,Bags
631,Organic Ramen Noodles,Quick-cooking ramen noodles made with organic wheat.,2.89,Food - Pasta,Noodles
632,Freestanding Wine Rack,Stylish wine rack to store and display bottles.,79.99,Home,Home Organization
633,Pumpkin Seeds,"Crunchy roasted pumpkin seeds, great for snacking.",2.79,Food - Snacks,Nuts and Seeds
634,Tomato Basil Soup,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",3.49,Food - Canned Goods,Soups & Broths
635,Kombucha Drink,"Refreshing and tangy fermented tea, available in various flavors.",3.49,Food - Beverages,Health Drinks
636,Multifunctional Baby Bottle Warmer,Warmer for heating baby bottles and food jars.,39.99,Baby,Feeding Accessories
637,Sesame Seeds,Crunchy seeds perfect for toppings and baking.,1.99,Food - Baking,Baking Ingredients
638,Chipotle Sauce,Spicy sauce made with chipotle peppers,3.29,Food - Condiments,Spicy Sauces
639,Soft Plush Throw Blanket,Cozy throw blanket perfect for chilly evenings.,29.99,Home,Bedding & Linens
640,Faux Fur Coat,A luxurious faux fur coat that adds glamour to any outfit.,129.99,Clothing - Coats,Outerwear - Faux Fur
641,High-Waisted Skirt,"Chic high-waisted skirt, perfect for professional or casual settings.",34.99,Clothing - Bottoms,Bottoms
642,Dog Car Seat Cover,Waterproof cover to protect car seats from pet hair and dirt.,39.99,Pets,Pet Safety Gear
643,BBQ Lentil Chips,Savory lentil chips with BBQ flavor,3.49,Food - Snacks,Healthy Snacks
644,Bamboo Memory Foam Pillow,Ergonomically designed pillow with breathable bamboo cover.,34.99,Home,Bedding & Linens
645,Chocolate Covered Pretzels,"Crunchy pretzels coated in rich chocolate, a sweet treat.",3.29,Food - Snacks,Savory Snacks
646,USB Wall Charger,Multiple USB ports for charging devices simultaneously.,19.99,Accessories,Power Accessories
647,Outdoor Adventure Kit,Complete outdoor kit for camping and hiking.,89.99,Outdoor,Camping Equipment
648,Camping Tent,Spacious 2-person camping tent with waterproof cover.,79.99,Outdoor,Camping Equipment
649,Electric Hot Water Dispenser,Instant hot water dispenser for tea and cooking.,59.99,Kitchen,Small Appliances
650,Dark Chocolate Bars,"Rich dark chocolate bars, perfect for a sweet treat.",2.99,Food - Snacks,Chocolate Snacks
651,Organic Apples,Crisp and delicious organic apples.,1.89,Food - Produce,Fruits
652,Weighted Blanket,Therapeutic weighted blanket for better sleep.,79.99,Health,Sleep & Relaxation
653,Maple Cinnamon Granola Bars,Chewy granola bars with maple and cinnamon flavor.,3.49,Food - Snacks,Healthy Snacks
654,Sweet Potato and Chickpea Bowl,A nourishing bowl of sweet potatoes and chickpeas with spices.,6.49,Food - Frozen Food,Frozen Meals
655,Sun-Dried Tomato Pesto,A rich pesto made with sun-dried tomatoes and pine nuts.,4.49,Food - Condiments,Pesto
656,Mobile Workbench,Sturdy mobile workbench with storage options.,199.99,Tools,Workbenches
657,Italian Meatballs,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs.",8.49,Food - Meat,Processed Meats
658,Watering Can with Nozzle,Stylish watering can for plants with easy pouring nozzle.,19.99,Garden,Garden Tools
659,Lightweight Travel Backpack,Compact and portable backpack for day trips and travel.,39.99,Travel,Travel Accessories
660,Smart Air Purifier,Filters allergens and pollutants from the air for a healthier home.,199.99,Home,Air Quality & Purification
661,Portable Hammock,Lightweight hammock for easy setup anywhere.,27.99,Outdoor,Camping Equipment
662,Chunky Knit Sweater,Cozy oversized sweater perfect for chilly days with a textured knit design.,59.99,Clothing - Tops,Sweaters
663,Canned Coconut Milk,"Rich coconut milk, great for cooking and baking.",1.89,Food - Canned Goods,Coconut Products
664,Organic Vanilla Bean Ice Cream,"Creamy ice cream made with real vanilla beans, perfect for desserts.",5.99,Food - Frozen Desserts,Ice Cream
665,Mango Chia Pudding,Healthy chia pudding made with mango and coconut milk.,4.49,Food - Snacks,Healthy Snacks
666,Cordless Water Flosser,Rechargeable water flosser for dental hygiene.,49.99,Health,Oral Care & Hygiene
667,Honey,"Pure and natural honey, great for sweetening.",5.49,Food - Condiments,Natural Sweeteners
668,Quinoa,"Protein-rich quinoa, a great alternative to rice.",4.49,Food - Grains,Whole Grains
669,Sweet Potato Noodles,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",3.79,Food - Pasta,Specialty Pasta
670,Inflatable Paddle Board,Lightweight and portable paddle board for water sports.,349.99,Outdoor,Outdoor Recreation
671,Instant Read Meat Thermometer,Fast and accurate thermometer for grilling and cooking.,24.99,Kitchen,Cooking Tools & Utensils
672,Comfort Flats,Everyday flats that combine comfort and style.,44.99,Clothing - Shoes,Casual Footwear
673,Sesame Garlic Stir-Fry Sauce,A flavorful sauce for stir-frying vegetables and meats.,2.79,Food - Sauces,Asian Sauces
674,Honey Garlic Sauce,A delicious sauce perfect for stir-frying or glazing meats.,2.59,Food - Sauces,Condiments
675,Organic Black Bean Burger,Delicious plant-based burger made with organic black beans and spices.,4.49,Food - Frozen Foods,Frozen Vegan Meals
676,Vanilla Ice Cream,"Creamy and rich vanilla ice cream, a classic dessert.",4.99,Food - Frozen Foods,Frozen Desserts
677,Spicy Tuna Sushi Kit,Everything you need to make delicious spicy tuna rolls at home.,8.99,Food - Prepared Meals,Kits - Sushi
678,Basil Lemonade,Refreshing basil-infused lemonade for a cool drink.,2.99,Food - Beverages,Herbal Beverages
679,Balsamic Vinegar,"Rich and tangy balsamic vinegar, perfect for dressings.",4.99,Food - Condiments,Vinegars
680,Premium Flashlight,High-intensity flashlight with adjustable focus and brightness.,19.99,Outdoor,Camping Equipment
681,Organic Brown Rice Cakes,Light and crunchy rice cakes made from organic brown rice.,3.99,Food - Snacks,Healthy Snacks
682,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",4.99,Food - Desserts,Baking Mixes
683,Cinnamon Raisin Bagels,Soft bagels flavored with cinnamon and raisins.,4.19,Food - Bakery,Bagels
684,Pasta Maker Machine,Manual pasta maker for creating fresh pasta at home.,59.99,Kitchen,Cooking Appliances
685,Buttermilk Pancakes,Fluffy pancakes with buttermilk flavor.,3.99,Food - Breakfast,Pancakes & Waffles
686,Brazil Nuts,"Rich in selenium, perfect for snacking or baking.",10.99,Food - Nuts,Nuts
687,Tailored Blazer,Sharp tailored blazer perfect for office wear and professional events.,99.99,Clothing - Outerwear,Jackets
688,Multi-Functional Rice Cooker,Electric rice cooker with multiple cooking settings for perfect rice.,49.99,Kitchen,Small Appliances
689,Zesty Garlic Marinade,"A tangy marinade for meats and veggies, packed with garlic flavor.",4.49,Food - Condiments,Marinades and Sauces
690,Californian Raisins,"Sweet dried raisins, perfect for snacks or baking.",3.19,Food - Dried Fruits,Dried Fruits
691,Thai Coconut Curry Sauce,A rich coconut curry sauce perfect for simmering vegetables or meats.,3.99,Food - Condiments,Marinades and Sauces
692,Trackpad for Laptop,Wireless trackpad for enhanced laptop navigation.,49.99,Accessories,Tech Accessories
693,Coconut Chips,"Crunchy, toasted coconut chips for snacking.",3.59,Food - Snacks,Healthy Snacks
694,Plant Pot Drip Trays,Prevent water damage with drip trays for potted plants.,9.99,Garden,Gardening Accessories
695,Carrot and Celery Sticks,Fresh pre-cut carrot and celery sticks for easy snacking.,2.99,Food - Produce,Fresh Vegetables
696,Chocolate Chip Cookie Mix,Everything you need to bake delicious chocolate chip cookies.,2.49,Food - Baking,Mixes
697,Sun-Dried Tomatoes,Dried tomatoes packed with deep flavor for salads and pasta.,3.99,Food - Vegetables,Vegetables
698,Two-Tone Windbreaker,"Stylish two-tone windbreaker, perfect for active days.",59.99,Clothing - Outerwear,Jackets
699,Wireless Charger Stand,Convenient charging stand for smartphones and devices.,24.99,Electronics,Charging Accessories
700,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,3.99,Food - Bakery,Muffins
701,Tandoori Chicken Marinade,Delicious and tangy marinade for grilling or baking chicken.,2.49,Food - Condiments,Marinades and Sauces
702,Lentil Soup (canned),Hearty lentil soup for a quick meal.,1.99,Food - Canned Goods,Soups & Broths
703,Air Fryer,Compact air fryer for healthier cooking.,79.99,Kitchen,Small Appliances
704,Classic White T-Shirt,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,19.99,Clothing - Tops,T-Shirts
705,Travel Eye Mask with Ear Plugs,Comfortable eye mask that includes noise-canceling ear plugs.,15.99,Travel,Travel Accessories
706,Infrared Thermometer,Non-contact thermometer for checking temperatures instantly.,39.99,Health,Medical Devices
707,Vegetarian Sausage Links,Plant-based sausage links with spices and herbs.,5.89,Food - Meat Substitutes,Plant-Based Meats
708,Satin Slip Dress,Luxurious satin slip dress for an elegant evening look.,59.99,Clothing - Dresses,Evening Wear
709,Savory Italian Herbs,A blend of dried Italian herbs for cooking.,2.99,Food - Spices,Herb Blends
710,Board Game Storage,Organize your board games with this storage bin.,19.99,Toys,Game Accessories
711,Cat Tree,Multi-level cat tree for climbing and scratching.,99.99,Pets,Cat Furniture
712,Nutty Trail Mix,"A blend of nuts, seeds, and dried fruits for snacking.",4.29,Food - Snacks,Healthy Snacks
713,Camping Chair with Cooler,Foldable chair equipped with a cooler pouch.,49.99,Outdoor,Camping Equipment
714,Coconut Macaroons,"Chewy cookies made with coconut, perfect for sweet cravings.",4.99,Food - Confectionery,Cookies & Biscuits
715,Pet Leash,Durable pet leash with comfortable handle.,15.99,Pets,Pet Accessories
716,Fishing Tackle Box,Organized tackle box for fishing gear.,24.99,Outdoor,Fishing Equipment
717,Olive Oil,"Extra virgin olive oil, ideal for cooking and salads.",7.99,Food - Condiments,Cooking Oils
718,Organic Quinoa Chips,"Light and crispy chips made from quinoa, ideal for dipping.",3.99,Food - Snacks,Healthy Snacks
719,Wireless Induction Charger,Qi-certified charger for fast wireless charging of smartphones.,19.99,Electronics,Mobile Accessories
720,Spiralizer,Vegetable spiralizer for healthy meals.,22.99,Kitchen,Kitchen Gadgets
721,Spinach and Cheese Stuffed Shells,Delicious pasta shells filled with spinach and cheese,5.99,Food - Frozen Meals,Frozen Pasta Dishes
722,Faux Leather Leggings,Stylish faux leather leggings for a trendy outfit.,49.99,Clothing - Pants,Leggings
723,Comfy Slippers,Soft and cozy slippers for indoor wear.,29.99,Footwear,Home Footwear
724,Oven Thermometer,High-precision oven thermometer for accurate cooking.,11.99,Kitchen,Cooking Tools & Utensils
725,Pepperoni Pizza Rolls,"Savory pizza rolls filled with pepperoni and cheese, ready to bake and enjoy in minutes.",6.99,Food - Snacks,Savory Snacks
726,Trail Mix (Deluxe),"A delightful mix of nuts, fruit, and chocolate.",4.59,Food - Snacks,Nuts and Trail Mix
727,Fitness Activity Journal,Journal to record workouts and nutrition.,14.99,Fitness,Health & Wellness Tools
728,Professional Chef Knife,High-carbon stainless steel chef knife for precision cutting.,89.99,Kitchen,Cutlery
729,Adjustable Laptop Stand,Ergonomic stand for laptops to improve posture while working.,29.99,Office,Laptop Accessories
730,Sweet BBQ Dipping Sauce,Perfectly balanced sweet and tangy BBQ sauce for dipping or grilling.,3.49,Food - Condiments,Marinades and Sauces
731,Chino Shorts,Classic chino shorts in a versatile color for summer adventures.,34.99,Clothing - Bottoms,Bottoms
732,Reusable Snack Bags,Eco-friendly reusable bags for snacks.,14.99,Kitchen,Food Storage Solutions
733,Tennis Racket,Lightweight tennis racket for beginners and advanced players.,89.99,Fitness,Racquet Sports Equipment
734,Cat Scratching Post with Toys,Multi-level scratching post to keep your cat entertained.,44.99,Pets,Cat Furniture
735,Garlic Parmesan Wings,Frozen chicken wings with garlic parmesan sauce.,8.99,Food - Frozen Foods,Frozen Chicken Wings
736,Chunky Knit Sweater,Cozy oversized sweater perfect for chilly days with a textured knit design.,59.99,Clothing - Tops,Sweaters
737,Relaxed Fit Henley Shirt,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",29.99,Clothing - Tops,Shirts
738,Granola,Crunchy and flavorful mix of oats and honey.,4.79,Food - Breakfast,Breakfast Cereals
739,Ethically-Sourced Coffee Beans,Freshly roasted coffee beans with rich flavor.,9.99,Food - Beverages,Coffee
740,Nature Explorer Lens Kit,Magical lens kit for kids to explore the outdoors.,19.99,Toys,Outdoor Play Toys
741,Pet Training Pads,Absorbent training pads for puppies and kittens.,24.99,Pets,Training Supplies
742,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,129.99,Toys,Pretend Play Toys
743,Maple Almond Yogurt,Creamy yogurt made with maple and almond flavors.,1.89,Food - Dairy,Flavored Yogurt
744,Crispy Chickpeas,Roasted chickpeas seasoned for a crunchy snack.,2.99,Food - Snacks,Healthy Snacks
745,Peanut Butter,"Creamy and smooth peanut butter, perfect for sandwiches.",3.79,Food - Condiments,Nut Butters
746,Sports Bottle,BPA-free sports bottle with flip-top lid.,15.99,Fitness,Hydration Gear
747,Pet Tracking Collar,GPS pet collar that helps locate your pet via smartphone app.,59.99,Pets,Pet Accessories
748,Inflatable Pool Float,Fun inflatable float for lounging in the pool or beach.,29.99,Outdoor,Outdoor Recreation
749,Tactical Backpack,Durable and versatile backpack for outdoor and travel use.,59.99,Outdoor,Camping Equipment
750,Handmade Leather Wallet,High-quality leather wallet with multiple compartments.,49.99,Accessories,Wallets
751,Hummus Trio Pack,"A variety pack of classic, roasted red pepper, and garlic hummus.",5.49,Food - Snacks,Dips and Spreads
752,Sweet Chili Sauce,"A sweet and spicy sauce, great for dipping or cooking.",2.99,Food - Condiments,Sauces
753,Baked Falafel,"Crispy baked falafel balls, perfect for salads",5.49,Food - Vegetarian,Snacks
754,Coconut Yogurt,"Creamy yogurt made from coconut milk, dairy-free and delicious.",3.89,Food - Dairy Alternatives,Plant-Based Yogurt
755,Portable Hammock with Stand,Lightweight hammock with a sturdy stand for relaxation anywhere.,69.99,Outdoor,Camping Equipment
756,Kid's Fruit Snacks,Assorted fruit-flavored gummy snacks that kids love.,2.49,Food - Snacks,Sweet Snacks
757,Vegetable Fried Rice,Quick and easy fried rice mixed with vegetables and soy sauce.,4.99,Food - Frozen Foods,Frozen Meals
758,Mini Waffle Maker,Compact waffle maker for perfect small waffles.,24.99,Kitchen,Small Appliances
759,Lockable Bicycle Chain,Heavy-duty chain lock for securing bicycles.,19.99,Outdoor,Cycling Accessories
760,Cork Yoga Mat,Eco-friendly yoga mat made from sustainable materials.,39.99,Fitness,Yoga Equipment
761,Vacuum Sealer Machine,Seal food and maintain freshness longer.,89.99,Kitchen,Food Storage Solutions
762,Portable Hand Warmer,Rechargeable hand warmer for cold weather comfort.,24.99,Accessories,Tech Accessories
763,Green Smoothie Mix,A convenient powder mix combining greens and fruits for smoothies.,5.99,Food - Beverages,Health Drinks
764,Caribbean Jerk Marinade,A spicy marinade perfect for chicken and fish.,3.79,Food - Marinades,Marinades
